ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
34003,simple,T770ON,Pretty Flower Design Green Stone Damini Tikka/ Maang Tikka/ Polki,1,0,visible,,"? Womens Real Look, Traditional Micro Gold Polished Semi Precious Stones and Kundan Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then this Maang Tikka/ Matha patti/ Tikka/Borla from Studio is what you need. \n? Featuring attractive designs, this Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees. \n? So enhance your style quotient on almost any occasion by wearing this Maang Tikka/ Matha patti/ Tikka/Borla. \n? It has Copper metal base. \n? Gives a rich yet elegant touch to your attire. \n\n",,,taxable,,1,2,,0,0,,,,,0,,,1450,Jewellery > Tikka,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956741650.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956741651.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956741652.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956741653.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956741654.jpg",,,,,,,,,0,,,,,,,,
34004,simple,T769ON,Pretty Ruby Pink Dew Drop Gold Finish Tikka/ Maang Tikka/ Head Chain,1,0,visible,,"? Womens Real Look, Traditional Micro Gold Polished Semi Precious Stones & Enamel Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then this Maang Tikka/ Matha patti/ Tikka/Borla from Studio is what you need. \n? Featuring attractive designs, this Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees. \n? So enhance your style quotient on almost any occasion by wearing this Maang Tikka/ Matha patti/ Tikka/Borla. \n? It has Copper metal base. \n? Gives a rich yet elegant touch to your attire. \n\n",,,taxable,,1,3,,0,0,,,,,0,,,1450,Jewellery > Tikka,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956738550.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956738551.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956738552.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956738553.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956738564.jpg",,,,,,,,,0,,,,,,,,
34005,simple,T767ON,Unique Rare Flower Design Polki Tikka/ Maang Tikka/ Head Chain,1,0,visible,,"? Womens Real Look, Traditional Micro Gold Polished Semi Precious Kundan & Pearl Maang Tikka/ Matha patti/ Tikka/Borla/Paasaa designed by Yosshita & Neha. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then this Maang Tikka/ Matha patti/ Tikka/Borla/Paasaa from Studio is what you need. \n? Featuring attractive designs, this Maang Tikka/ Matha patti/ Tikka/Borla/Paasaa can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees. \n? So enhance your style quotient on almost any occasion by wearing this Maang Tikka/ Matha patti/ Tikka/Borla/ Paasaa. \n? It has Copper metal base. \n? Gives a rich yet elegant touch to your attire. \n\n",,,taxable,,1,2,,0,0,,,,,0,,,5500,Jewellery > Tikka,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956732040.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956732041.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956732042.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956732043.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956732054.jpg",,,,,,,,,0,,,,,,,,
34006,simple,K486ON,Bridal Vilandi Necklace Set,1,0,visible,,"Sri Shringarr Womens Real Look Jewellery Necklace Set. If you want to mesmerize those beholders at the next wedding or engagement party, then this jewel set from Sri Shringarr is what you need. Featuring attractive designs, this jewel set can look elegant and stylish when worn with anarkali, lehengas, and sarees. So enhance your style quotient on almost any occasion by wearing this jewel set. This necklace is studded with Zircon, Ruby, Green & White semi precious polki. Comes 24 ct gold polished with enamel work. It has copper metal base, give a rich yet elegant touch to your attire. Dori attached for locking. The set has matching earrings, with similar pattern as the necklace\n",,,taxable,,1,1,,0,0,,,,,0,,,16500,Jewellery > Neclace Sets > Vilandi / Polki,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/14928472350.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/14928472351.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/14928472352.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/14928472353.jpg",,,,,,,,,0,,,,,,,,
34007,simple,T764ON,Rare Golden White Damini White Latkan Tikka/ Maang Tikka/ Head Chain,1,0,visible,,"? Womens Real Look, Traditional Micro Gold Polished Semi Precious Kundan & Pearl Maang Tikka/ Matha patti/ Tikka/Borla/Paasaa designed by Yosshita & Neha. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then this Maang Tikka/ Matha patti/ Tikka/Borla/Paasaa from Studio is what you need. \n? Featuring attractive designs, this Maang Tikka/ Matha patti/ Tikka/Borla/Paasaa can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees. \n? So enhance your style quotient on almost any occasion by wearing this Maang Tikka/ Matha patti/ Tikka/Borla/ Paasaa. \n? It has Copper metal base. \n? Gives a rich yet elegant touch to your attire. \n\n",,,taxable,,1,2,,0,0,,,,,0,,,6450,Jewellery > Tikka,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956705390.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956705391.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956705392.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956705393.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956705404.jpg",,,,,,,,,0,,,,,,,,
34008,simple,T762ON,Rare Style Gold Finished Golden Stone Tikka/ Maang Tikka,1,0,visible,,"? Womens Real Look, Traditional Micro Gold Polished Semi Precious Kundan & Pearl Damini/Maang Tikka/ Matha patti/ Tikka/Borla/Passa designed by Yosshita & Neha. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then this Paasa/Maang Tikka/Tikka from Studio is what you need. \n? Featuring attractive designs, this Paasa/Maang Tikka/Tikka can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees. \n? So enhance your style quotient on almost any occasion by wearing this Paasa/Maang Tikka/Tikka. \n? This Paasa/Maang Tikka/Tikka is carved beautifully & studded with White Coloured Semi Precious Kundan, Pearl & Red Drop.\n? Comes micro Gold polished. \n? It has a Copper metal base. \n? Gives a rich yet elegant touch to your attire. \n",,,taxable,,1,3,,0,0,,,,,0,,,1250,Jewellery > Tikka,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956702590.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956702591.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956702602.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956702603.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956702604.jpg",,,,,,,,,0,,,,,,,,
34009,simple,T760ON,Traditional Damini Style Green Stone Maang Tikka/ Passa/ Head Chain,1,0,visible,,"? Womens Real Look, Traditional Micro Gold Polished Semi Precious Kundan & Pearl Damini/Maang Tikka/ Matha patti/ Tikka/Borla/Passa designed by Yosshita & Neha. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then this Paasa/Maang Tikka/Tikka from Studio is what you need. \n? Featuring attractive designs, this Paasa/Maang Tikka/Tikka can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees. \n? So enhance your style quotient on almost any occasion by wearing this Paasa/Maang Tikka/Tikka. \n? This Paasa/Maang Tikka/Tikka is carved beautifully & studded with White Coloured Semi Precious Kundan, Pearl & Green Drops.\n? Comes micro Gold polished. \n? It has a Copper metal base. \n? Gives a rich yet elegant touch to your attire. \n\n",,,taxable,,1,7,,0,0,,,,,0,,,1000,Jewellery > Tikka,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956697680.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956697681.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956697682.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956697683.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956697694.jpg",,,,,,,,,0,,,,,,,,
34011,simple,T751,SMALL KUNDAN TIKKA WITH TWO LINE OF PEARL,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,500,Jewellery > Tikka,,,https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16332589920.jpg,,,,,,,,,0,,,,,,,,
34012,simple,T748CS,White Stone American Diamond Pearl Moti Exclusive Kundan Tikka,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3700,Jewellery > Tikka,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15973964860.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15973965091.jpg",,,,,,,,,0,,,,,,,,
34013,simple,K450,Bridal Vilandi Necklace Set,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,66500,Jewellery > Neclace Sets > Vilandi / Polki,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16005094560.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16005095991.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16005095992.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16005096003.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16005096004.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16005096005.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16005096016.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16005096017.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16005096018.jpg",,,,,,,,,0,,,,,,,,
34014,simple,T744,Exclusive Semi Precious Three Chain Damini Tikka/ Passa,1,0,visible,,,,,taxable,,1,8,,0,0,,,,,0,,,1800,Jewellery > Tikka,,,https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16332588320.jpg,,,,,,,,,0,,,,,,,,
34015,simple,T740ON,Three Layer Moti Chain Kundan Tikka/ Maang Tikka,1,0,visible,,"? Fashion Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan & Pearl Maang Tikka designed by Yosshita & Neha. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then this maang tikka from Sri Shringarr Fashion is what you need. \n? Featuring attractive designs, this maang tikka can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing this maang tikka. \n? This maang tikka is studded with white coloured Semi precious kundan/polki and pearl drops and strings.\n? Comes micro gold polished. \n? It has copper metal base. \n? Gives a rich yet elegant touch to your attire. \n\n",,,taxable,,1,1,,0,0,,,,,0,,,1500,Jewellery > Tikka,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970542500.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970542501.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970542502.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970542513.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970542514.jpg",,,,,,,,,0,,,,,,,,
34016,simple,T739ON,Semi Precious Micro Mini Pear Chain Maang Tikka/ Matha Patti,1,0,visible,,"? Sri Shringarr Fashion Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan & Pearl Maang Tikka designed by Yosshita & Neha. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then this maang tikka from Sri Shringarr Fashion is what you need. \n? Featuring attractive designs, this maang tikka can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing this maang tikka. \n? This maang tikka is studded with Semi precious vilandi stones and pearl drops.\n? Comes micro gold polished. \n? It has copper metal base. \n? Gives a rich yet elegant touch to your attire. \n\n",,,taxable,,1,4,,0,0,,,,,0,,,1100,Jewellery > Tikka,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970536170.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970537281.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970537282.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970537283.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970537294.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970537295.jpg",,,,,,,,,0,,,,,,,,
34017,simple,T738ON,Elegant White Moti Pear Style Latkan Tikka/ Chain/ Passa,1,0,visible,,"? Fashion Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan & Antique Maang Tikka designed by Yosshita & Neha. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then this maang tikka from Sri Shringarr Fashion is what you need. \n? Featuring attractive designs, this maang tikka can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing this maang tikka. \n? This maang tikka is studded with Semi precious vilandi stones and pearl drops.\n? Comes micro gold polished. \n? It has copper metal base. \n? Gives a rich yet elegant touch to your attire. \n\n",,,taxable,,1,6,,0,0,,,,,0,,,1100,Jewellery > Tikka,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970532700.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970533591.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970533602.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970533603.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970533604.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970533605.jpg",,,,,,,,,0,,,,,,,,
34038,simple,T737,Small Kundan Tikka With Two Chain Style,1,0,visible,,,,,taxable,,1,4,,0,0,,,,,0,,,2000,Jewellery > Tikka,,,https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16332587820.jpg,,,,,,,,,0,,,,,,,,
34039,simple,T733ON,White Small Moti Green Stone Kundan/ Damini Tikka,1,0,visible,,"? Fashion Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan & Pearl Maang Tikka designed by Yosshita & Neha. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then this maang tikka from Sri Shringarr Fashion is what you need. \n? Featuring attractive designs, this maang tikka can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing this maang tikka. \n? This maang tikka is studded with topaz coloured Semi precious kundan/polki and pearl drops.\n? Comes micro gold polished. \n? It has copper metal base. \n? Gives a rich yet elegant touch to your attire. \n\n",,,taxable,,1,11,,0,0,,,,,0,,,5600,Jewellery > Tikka,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970527750.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970530499.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970529868.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970529867.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970529866.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970529005.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970529004.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970529003.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970528992.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15970528991.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/159705304910.jpg",,,,,,,,,0,,,,,,,,
34040,simple,T726ON,White Stone Small Flower Design Head Chain/ Maang Tikka,1,0,visible,,"? Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Maang Tikka designed by Yosshita & Neha. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then this maang tikka from is what you need. \n? Featuring attractive designs, this maang tikka can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing this maang tikka. \n? This maang tikka is studded with white coloured Semi precious kundan/polki and pearl drops and zircon.\n? Comes micro gold polished with green enamel work.\n? It has copper metal base. \n? Give a rich yet elegant touch to your attire. \n\n",,,taxable,,1,10,,0,0,,,,,0,,,500,Jewellery > Tikka,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956671560.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956677411.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956677412.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956677423.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956677424.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956677425.jpg",,,,,,,,,0,,,,,,,,
34041,simple,T725ON,Gold White Stone Damini/ Kundan Bridal Tikka,1,0,visible,,"?Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Maang Tikka designed by Yosshita & Neha. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then this maang tikka from is what you need. \n? Featuring attractive designs, this maang tikka can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing this maang tikka. \n? This maang tikka is studded with white coloured Semi precious kundan/polki and pearl drops.\n? Comes micro gold polished with green enamel work.\n? It has copper metal base. \n? Give a rich yet elegant touch to your attire.",,,taxable,,1,7,,0,0,,,,,0,,,400,Jewellery > Tikka,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956661440.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956663011.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956663012.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956663013.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956663024.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956663025.jpg",,,,,,,,,0,,,,,,,,
34042,simple,T724ON,RED WHITE STONE FLOWER DESIGN TIKKA/ CHAIN/ PASSA FOR BRIDE,1,0,visible,,"? Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Maang Tikka designed by Yosshita & Neha. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then this maang tikka from is what you need. \n? Featuring attractive designs, this maang tikka can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing this maang tikka. \n? This maang tikka is studded with White and Rhodolite coloured Semi precious kundan/polki and ruby drop.\n? Comes micro gold polished.\n? It has copper metal base. \n? Give a rich yet elegant touch to your attire. \n\n",,,taxable,,1,1,,0,0,,,,,0,,,500,Jewellery > Tikka,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956647270.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956647281.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956647282.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956647283.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956647284.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956647295.jpg",,,,,,,,,0,,,,,,,,
34067,simple,T723ON,Flower Style Tikka For Bride Damini/ Polki/ Head Chain,1,0,visible,,"? Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Maang Tikka designed by Yosshita & Neha. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then this maang tikka from is what you need. \n? Featuring attractive designs, this maang tikka can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing this maang tikka. \n? This maang tikka is studded with white coloured semi precious kundan/polki and pearl drop.\n? Comes micro gold polished. \n? It has copper metal base. \n? Give a rich yet elegant touch to your attire. \n\n",,,taxable,,1,1,,0,0,,,,,0,,,400,Jewellery > Tikka,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956643240.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956643241.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956643242.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956643253.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956643254.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956643255.jpg",,,,,,,,,0,,,,,,,,
34068,simple,T722ON,Red Stone Bridal Semi Precious Polki Tikka/ Head Chain/ Passa,1,0,visible,,"? Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Maang Tikka designed by Yosshita & Neha. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then this maang tikka from is what you need. \n? Featuring attractive designs, this maang tikka can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing this maang tikka. \n? This maang tikka is studded with White and Rhodolite coloured Semi precious kundan/polki and ruby drop.\n? Comes micro gold polished with green enamel work. \n? It has copper metal base. \n? Give a rich yet elegant touch to your attire. \n\n",,,taxable,,1,5,,0,0,,,,,0,,,400,Jewellery > Tikka,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956638650.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956638661.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956638662.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956638663.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956638664.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956638665.jpg",,,,,,,,,0,,,,,,,,
34092,simple,T719ON,Exclusive Elegant Flower Design Stone Head Chain/ Maang Tikka,1,0,visible,,"? Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Maang Tikka designed by Yosshita & Neha. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then this maang tikka from is what you need. \n? Featuring attractive designs, this maang tikka can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing this maang tikka. \n? This maang tikka is studded with white coloured Semi precious kundan/polki and pearl drops.\n? Comes micro gold polished. \n? It has copper metal base. \n? Give a rich yet elegant touch to your attire. \n\n",,,taxable,,1,3,,0,0,,,,,0,,,400,Jewellery > Tikka,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956628800.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956628801.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956628812.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956628813.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956628814.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956628815.jpg",,,,,,,,,0,,,,,,,,
34093,simple,K363ON,Bridal Vilandi Necklace Set,1,0,visible,,"Sri Shringarr Womens Real Look Jewellery Necklace Set. If you want to mesmerize those beholders at the next wedding or engagement party, then this jewel from Sri Shringarr is what you need. Featuring attractive designs, this jewel can look elegant and stylish when worn with anarkali, lehengas, and sarees. So enhance your style quotient on almost any occasion by wearing this jewel. This necklace is studded with Zircon, Ruby, Blue & White semi precious polki. Comes 24 ct gold polished with enamel work. It has copper metal base, give a rich yet elegant touch to your attire. Dori attached for locking.\n",,,taxable,,1,1,,0,0,,,,,0,,,15000,Jewellery > Neclace Sets > Vilandi / Polki,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/14928469450.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/14928469461.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/14928469462.jpg",,,,,,,,,0,,,,,,,,
34100,simple,K292ON,Bridal Vilandi Necklace Set,1,0,visible,,"Sri Shringarr Womens Real Look Jewellery Necklace Set. If you want to mesmerize those beholders at the next wedding or engagement party, then this jewel set from Sri Shringarr is what you need. Featuring attractive designs, this jewel set can look elegant and stylish when worn with anarkali, lehengas, and sarees. So enhance your style quotient on almost any occasion by wearing this jewel set. This necklace is studded with Zircon, Ruby, Green & White semi precious polki. Comes 24 ct gold polished with enamel work. It has copper metal base, give a rich yet elegant touch to your attire. Dori attached for locking. The set has matching earrings, with similar pattern as the necklace\n",,,taxable,,1,1,,0,0,,,,,0,,,40000,Jewellery > Neclace Sets > Vilandi / Polki,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/14928468230.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/14928468231.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/14928468232.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/14928468233.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/14928468244.jpg",,,,,,,,,0,,,,,,,,
34111,simple,T699DON,Damini Style Big Golden Maang Tikka With Small Moti,1,0,visible,,"? Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan & Pearl Maang Tikka/Matha patti designed by Yosshita & Neha. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then this maang tikka/Matha patti from is what you need. \n? Featuring attractive designs, this maang tikka/Matha patti can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing this maang tikka/Matha patti. \n? This maang tikka is studded with off white coloured Semi precious kundan/polki and pearl with gold bead drops.\n? Comes with micro gold polished. \n? It has copper metal base. \n? Gives a rich yet elegant touch to your attire. \n\n",,,taxable,,1,1,,0,0,,,,,0,,,5000,Jewellery > Tikka,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956600000.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956600001.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956600002.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956600013.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956600014.jpg",,,,,,,,,0,,,,,,,,
